model,year,Price,transmission,mileage,fuelType,tax,mpg,engineSize
 Hero,2015,6700,Automatic,28261,Petrol,20,56.5,1
 Yamaha,2019,11750,Automatic,10897,Petrol,150,22.2,2
 Hero,2017,6250,Manual,27560,Petrol,150,67.2,1
 Yamaha,2019,11250,Automatic,2061,Petrol,150,22.2,2
 Yamaha,2016,7100,Manual,20185,Petrol,20,61,1
 Yamaha,2017,9450,Manual,10950,Petrol,150,52.2,2
 Bajaj,2017,9450,Manual,12727,Petrol,150,51,1
 Hero,2019,9250,Manual,1000,Petrol,150,51,1
 Yamaha,2016,8900,Manual,28882,Petrol,20,56.5,1
 Bajaj,2018,11850,Automatic,16227,Petrol,150,27.9,1
 Honda,2018,11950,Automatic,25105,Petrol,125,56.5,2
 Bajaj,2016,9250,Manual,27670,Petrol,125,29.6,1
 Yamaha,2018,10600,Manual,2672,Petrol,125,22.2,2
 Beneli,2019,22250,Automatic,12178,Petrol,125,22.8,2
 Bajaj,2019,12500,Manual,2000,Petrol,125,20.9,2
 Suzuki,2020,18500,Automatic,2000,Petrol,125,28.2,2
 Royal Enfield,2019,14750,Automatic,1000,Petrol,125,29.8,2
 Bajaj,2019,13000,Manual,1000,Petrol,125,22.8,2
 KTM,2019,10750,Manual,1000,Petrol,125,29.6,2
 Suzuki,2019,17000,Automatic,1000,Petrol,125,28.2,2
 Royal Enfield,2019,14975,Automatic,1282,Petrol,125,29.8,2
 Yamaha,2019,11475,Manual,1282,Petrol,125,51,2
 Royal Enfield,2019,14975,Automatic,2282,Petrol,125,51,2
 KTM,2017,8975,Automatic,21192,Petrol,125,52.2,1
 Suzuki,2019,21225,Automatic,8867,Petrol,125,26.2,2
 Honda,2017,15925,Automatic,12229,Petrol,125,22.5,2
 KTM,2017,9975,Manual,18215,Petrol,125,50.2,1
 Bajaj,2017,9975,Automatic,26216,Petrol,125,27.9,1
 Tvs,2015,7475,Manual,52065,Petrol,20,61,2
 Mahindra,2015,11225,Automatic,55229,Petrol,160,52.2,2
 Tvs,2016,9875,Manual,27196,Petrol,20,62.8,2
 KTM,2017,9975,Manual,20559,Petrol,125,50.2,1
 Hero,2016,9725,Manual,26226,Petrol,200,20.2,2
 Bajaj,2016,10975,Automatic,28987,Petrol,200,20.2,2
 Bajaj,2016,9975,Automatic,22219,Petrol,125,27.9,1
 Tvs,2016,10475,Automatic,27800,Petrol,125,58.9,2
 Yamaha,2016,7745,Automatic,22200,Petrol,20,57.6,1
 Bajaj,2016,10497,Automatic,22226,Petrol,200,20.2,2
 Tvs,2016,7994.5,Manual,22066,Petrol,20,67.2,2
 Tvs,2016,8499.5,Manual,17019,Petrol,20,62.2,2
 Yamaha,2016,11975,Automatic,25222,Petrol,200,29.8,2
 Honda,2012,8225,Automatic,57700,Petrol,20,61,2
 Yamaha,2015,5925,Manual,22988,Petrol,20,60.1,1
 KTM,2019,10475,Manual,2198,Petrol,125,29.6,2
 Yamaha,2019,9975,Manual,2582,Petrol,125,51,2
 Yamaha,2019,11975,Manual,2155,Petrol,125,51,2
 KTM,2019,11225,Manual,2195,Petrol,125,27.9,2
 KTM,2019,10425,Manual,2225,Petrol,125,29.6,2
 Tvs,2019,19475,Automatic,5282,Petrol,125,22.1,2
 Bajaj,2019,16425,Automatic,5250,Petrol,125,27.1,2
 Honda,2019,20925,Automatic,12051,Petrol,125,26.2,2
 Beneli,2019,28475,Automatic,12856,Petrol,125,22.8,2
 Yamaha,2019,15975,Automatic,6602,Petrol,125,22.9,2
 Royal Enfield,2019,12975,Automatic,8120,Petrol,125,67.2,2
 Suzuki,2019,23925,Automatic,11751,Petrol,125,22.5,2
 Hero,2019,10225,Automatic,28,Petrol,125,22.8,2
 Hero,2019,10225,Automatic,22,Petrol,125,22.8,2
 Royal Enfield,2020,13725,Automatic,78,Petrol,125,27.1,2
 Royal Enfield,2020,14975,Automatic,280,Petrol,125,29.8,2
 Hero,2020,10725,Manual,1000,Petrol,125,22.1,1
 Mahindra,2018,13000,Automatic,21000,Petrol,125,52.2,2
 Suzuki,2015,8850,Automatic,56586,Petrol,200,27.1,2
 Kawasaki,2016,16425,Automatic,22829,Petrol,200,22,2
 Bajaj,2019,15975,Automatic,6100,Petrol,125,22.1,2
 Tvs,2019,13975,Automatic,2820,Petrol,125,22.8,2
 Tvs,2019,10975,Manual,7975,Petrol,125,29.2,2
 Tvs,2019,12975,Automatic,9097,Petrol,125,25.6,2
 Beneli,2019,27475,Automatic,12195,Petrol,125,22.2,2
 Honda,2019,18475,Automatic,10618,Petrol,125,27.9,2
 Tvs,2019,11225,Manual,150000,Petrol,125,28.7,2
 Hero,2019,10245,Automatic,2982,Petrol,125,22.8,2
 Tvs,2015,6000,Automatic,72278,Petrol,200,27.1,2
 Tvs,2016,5750,Manual,20682,Petrol,125,52.2,1
 Yamaha,2017,8000,Manual,19265,Petrol,20,60.1,1
 KTM,2018,11700,Automatic,22260,Petrol,125,58.9,2
 Triumph,2018,21250,Automatic,28229,Petrol,125,22,2.9
 Mahindra,2017,15000,Automatic,22128,Petrol,220,29.7,2
 Yamaha,2017,5800,Manual,20795,Petrol,0,72.2,2
 KTM,2017,9375,Automatic,20278,Petrol,125,52.2,1
 Suzuki,2017,12675,Automatic,21126,Petrol,200,27.1,2
 Tvs,2018,12175,Automatic,5229,Petrol,125,50.2,1
 Bajaj,2019,15395,Automatic,6521,Petrol,125,21.7,2
 Hero,2019,10995,Automatic,2722,Petrol,125,22.8,2
 Hero,2019,11245,Automatic,1620,Petrol,125,22.8,2
 Hero,2019,11245,Automatic,1501,Petrol,125,22.8,2
 Hero,2019,11395,Automatic,527,Petrol,125,22.8,2
 Suzuki,2019,15745,Automatic,9685,Petrol,125,28.2,2
 Yamaha,2019,11445,Automatic,2580,Petrol,125,50.2,2
 Yamaha,2019,16425,Automatic,6227,Petrol,125,22.9,2
 Suzuki,2017,12675,Automatic,26296,Petrol,200,27.1,2
 Suzuki,2018,13497.5,Automatic,12227,Petrol,125,56.5,2
 Suzuki,2015,10975,Automatic,27121,Petrol,200,27.1,2
 Hero,2016,7225,Automatic,11229,Petrol,20,57.6,1
 Beneli,2015,16225,Automatic,21997,Petrol,200,27.9,2
 Suzuki,2018,12995,Automatic,22222,Petrol,125,56.5,2
 Bajaj,2015,8825,Manual,28122,Petrol,125,52.2,2
 Italjet,2017,28475,Automatic,12051,Petrol,150,29.2,2
 Harley Davidson,2019,28985,Automatic,7606,Petrol,125,22.6,2
 KTM,2019,10375,Manual,2200,Petrol,125,29.6,2
 KTM,2019,9990,Manual,2868,Petrol,125,29.6,2
 BMW,2019,20997.5,Automatic,1898,Petrol,125,20.2,2
 Bajaj,2015,8745,Automatic,22550,Petrol,125,27.9,1
 Yamaha,2019,10875,Automatic,15812,Petrol,125,22.2,2
 Suzuki,2019,15625,Automatic,12120,Petrol,125,28.2,2
 Suzuki,2017,12400,Automatic,18052,Petrol,200,27.1,2
 Tvs,2017,12225,Automatic,28221,Petrol,125,28.7,2
 Beneli,2019,22750,Automatic,11717,Petrol,125,22.2,2
 Honda,2019,13497.5,Automatic,6150,Petrol,125,50.2,2
 Beneli,2019,23425,Automatic,50,Petrol,125,22.6,2
 Beneli,2019,23250,Automatic,2250,Petrol,125,22.2,2
 Tvs,2019,11747.5,Automatic,8177,Petrol,125,51,2
 Yamaha,2019,8997.5,Manual,7062,Petrol,125,29.6,2
 KTM,2019,10500,Manual,2775,Petrol,125,29.6,2
 Suzuki,2019,16250,Automatic,1527,Petrol,125,55.2,2
 Tvs,2019,13247.5,Automatic,6022,Petrol,125,28.7,2
 Bajaj,2019,13247.5,Manual,2288,Petrol,125,20.9,2
 Bajaj,2019,12625,Manual,2828,Petrol,125,20.9,2
 Bajaj,2019,13250,Manual,2972,Petrol,125,22.8,2
 Tvs,2020,21250,Automatic,826,Petrol,125,20.2,2
 Suzuki,2019,16750,Automatic,8566,Petrol,125,28.2,2
 Royal Enfield,2019,16997.5,Automatic,2860,Petrol,125,50.2,2
 Tvs,2015,7999.5,Manual,29102,Petrol,20,68.9,2
 Beneli,2016,18999.5,Automatic,26261,Petrol,0,156.9,2
 Tvs,2017,8799.5,Automatic,29727,Petrol,20,62.8,2
 Yamaha,2018,10399.5,Automatic,10212,Petrol,125,62.8,2
 Bajaj,2019,17997.5,Automatic,2292,Petrol,125,22.1,2
 Hero,2015,5497.5,Automatic,50506,Petrol,20,60.1,1
 Hero,2016,5125,Manual,27776,Petrol,0,76.2,2
 Yamaha,2019,9750,Manual,7250,Petrol,125,52.2,2
 Honda,2019,15750,Automatic,5225,Petrol,125,27.9,2
 Bajaj,2017,10997.5,Automatic,9280,Petrol,125,27.9,1
 Hero,2017,9997.5,Manual,22000,Petrol,150,29.2,2
 Hero,2016,5397.5,Manual,21658,Petrol,0,67.2,1
 Honda,2016,8975,Manual,22290,Petrol,125,58.9,2
 Tvs,2016,7744.5,Automatic,52697,Petrol,20,65.7,2
 Kawasaki,2016,12997.5,Automatic,27170,Petrol,200,20.9,2
 Honda,2019,17497.5,Automatic,20,Petrol,125,27.9,2
 Bajaj,2015,10747.5,Automatic,29828,Petrol,200,20.2,2
 KTM,2019,11747.5,Automatic,2082,Petrol,125,20.9,2
 Yamaha,2019,9495,Automatic,2620,Petrol,150,52.2,2
 Hero,2019,9495,Manual,291,Petrol,150,26.2,2
 Yamaha,2012,6497.5,Manual,28555,Petrol,20,60.1,1
 Hero,2017,6897.5,Automatic,22102,Petrol,20,57.6,1
 Suzuki,2019,14990,Automatic,90000,Petrol,125,28.2,2
 Hero,2019,10875,Automatic,5022,Petrol,125,27.1,1
 Beneli,2019,21250,Automatic,50,Petrol,125,22.6,2
 Bajaj,2020,14990,Manual,6820,Petrol,125,29.8,2
 Bajaj,2020,17997.5,Automatic,2911,Petrol,125,25.6,2
 Yamaha,2019,11495,Automatic,9967,Petrol,125,22.2,2
 Royal Enfield,2019,16975,Automatic,2052,Petrol,125,22.8,2
 Suzuki,2019,16975,Automatic,2980,Petrol,125,28.2,2
 Mahindra,2016,10975,Automatic,21299,Petrol,125,61,2
 Honda,2016,9497.5,Automatic,29990,Petrol,20,61,2
 Bajaj,2017,9997.5,Manual,29021,Petrol,150,61,2
 Bajaj,2016,9745,Automatic,20525,Petrol,165,50.2,2
 Bajaj,2017,10997.5,Automatic,28988,Petrol,150,27.9,1
 Bajaj,2018,9997.5,Manual,19211,Petrol,150,51,1
 Bajaj,2017,9997.5,Manual,22565,Petrol,150,29.6,1
 Hero,2019,11247.5,Automatic,9801,Petrol,150,20.9,2
 Hero,2019,11247.5,Automatic,8750,Petrol,150,20.9,2
 Bajaj,2019,12750,Automatic,2000,Petrol,125,28.7,2
 Royal Enfield,2019,18500,Automatic,5117,Petrol,125,25.6,2
 Royal Enfield,2019,13250,Automatic,2797,Petrol,125,50.2,2
 Cf Moto,2019,58000,Automatic,2269,Petrol,125,22.6,5.2
 Suzuki,2016,11225,Automatic,27266,Petrol,200,27.1,2
 Tvs,2015,6225,Automatic,52529,Petrol,0,72.2,2
 Bajaj,2018,13225,Automatic,2827,Petrol,125,20.2,2
 Suzuki,2017,18245,Automatic,27828,Petrol,150,22,2
 Bajaj,2017,10497.5,Automatic,25852,Petrol,150,27.9,1
 KTM,2019,13245,Automatic,12291,Petrol,150,29.8,2
 Royal Enfield,2019,14250,Automatic,7769,Petrol,125,27.7,2
 KTM,2019,13000,Automatic,7299,Petrol,125,20.9,2
 Honda,2019,15750,Automatic,1000,Petrol,125,27.9,2
 Yamaha,2016,9450,Automatic,18286,Petrol,0,176.6,1
 Suzuki,2019,17750,Automatic,8217,Petrol,125,28.2,2
 Honda,2016,9450,Automatic,28267,Petrol,20,61,2
 Bajaj,2016,10375,Automatic,25222,Petrol,200,22.2,2
 Yamaha,2017,6375,Manual,22761,Petrol,125,70.6,2
 Royal Enfield,2019,13495,Automatic,9000,Petrol,125,29.8,2
 KTM,2018,11475,Automatic,7221,Petrol,125,52.2,1
 Yamaha,2019,11970,Automatic,5802,Petrol,125,51,2
 Tvs,2019,13495,Automatic,5556,Petrol,125,28.2,2
 Yamaha,2019,12495,Automatic,8799,Petrol,125,22.2,2
 Yamaha,2019,10995,Manual,2272,Petrol,125,55.2,2
 KTM,2019,14975,Automatic,6022,Petrol,125,22.2,2
 Tvs,2019,12725,Automatic,9181,Petrol,125,28.7,2
 Suzuki,2019,15475,Automatic,5822,Petrol,125,29.2,2
 Suzuki,2019,15475,Automatic,6107,Petrol,125,29.2,2
 Royal Enfield,2019,14225,Automatic,6621,Petrol,125,27.1,2
 Bajaj,2020,17225,Automatic,2500,Petrol,125,27.1,2
 Beneli,2017,23725,Automatic,28512,Petrol,200,29.2,2
 Mahindra,2017,12725,Automatic,21122,Petrol,125,52.2,2
 KTM,2018,8975,Manual,15208,Petrol,125,55.2,1
 Suzuki,2019,18495,Automatic,6612,Petrol,125,22.1,2
 Suzuki,2019,17495,Automatic,8186,Petrol,125,22.1,2
 Royal Enfield,2019,13470,Automatic,69,Petrol,125,62.8,2
 Beneli,2018,29725,Automatic,15887,Petrol,125,29.2,2
 Yamaha,2019,10975,Automatic,9206,Petrol,125,51,2
 Suzuki,2019,16395,Automatic,1152,Petrol,125,28.2,2
 Tvs,2019,13495,Automatic,5212,Petrol,125,29.6,2
 Royal Enfield,2019,14225,Automatic,6721,Petrol,125,27.1,2
 Beneli,2019,25975,Automatic,8206,Petrol,125,22.8,2
 Beneli,2019,20875,Automatic,10292,Petrol,125,22.6,2
 Suzuki,2019,17995,Automatic,8000,Petrol,125,28.2,2
 Yamaha,2019,11725,Automatic,2500,Petrol,125,52.2,2
 Bajaj,2019,16495,Automatic,7000,Petrol,125,27.1,2
 KTM,2020,13725,Automatic,2500,Petrol,125,22.2,2
 Tvs,2020,15497.5,Automatic,1600,Petrol,125,20.9,2
 Royal Enfield,2012,7725,Automatic,28792,Petrol,125,58.9,2
 Bajaj,2016,7875,Manual,21075,Petrol,125,56.5,2
 Yamaha,2016,8475,Manual,26701,Petrol,20,58.9,1
 Honda,2020,21995,Automatic,2500,Petrol,125,27.7,2
 Harley Davidson,2020,31450,Automatic,768,Petrol,125,22.8,2
 KTM,2019,14375,Automatic,2502,Petrol,125,22.8,2
 Suzuki,2018,16725,Automatic,10222,Petrol,125,20.2,2
 Royal Enfield,2020,20495,Automatic,2900,Petrol,125,22.8,2
 Yamaha,2019,11225,Automatic,6575,Petrol,125,52.2,2
 Bajaj,2015,9175,Manual,19279,Petrol,125,29.6,1
 Bajaj,2019,15745,Automatic,7752,Petrol,125,21.7,2
 Bajaj,2019,14975,Automatic,11020,Petrol,125,21.7,2
 Suzuki,2019,16475,Automatic,9120,Petrol,125,28.2,2
 Suzuki,2019,15450,Automatic,5291,Petrol,125,29.2,2
 Tvs,2019,13000,Automatic,1000,Petrol,125,27.9,2
 Tvs,2019,11500,Manual,1000,Petrol,125,29.2,2
 KTM,2019,15250,Automatic,1000,Petrol,125,22.2,2
 Yamaha,2017,9875,Automatic,17771,Petrol,20,61,2
 Suzuki,2017,12725,Automatic,22966,Petrol,125,56.5,2
 KTM,2019,10497.5,Manual,2915,Petrol,125,29.6,2
 Suzuki,2017,13725,Automatic,21585,Petrol,125,20.9,2
 Beneli,2020,27497.5,Automatic,1262,Petrol,125,22.2,2
 Beneli,2020,27475,Automatic,1600,Petrol,125,22.2,2
 Royal Enfield,2020,13995,Automatic,1222,Petrol,125,29.8,2
 Royal Enfield,2020,15495,Automatic,1500,Petrol,125,29.2,2
 Bajaj,2017,9475,Automatic,22022,Petrol,125,56.5,2
 KTM,2017,11375,Automatic,22297,Petrol,125,58.9,2
 Bajaj,2019,14975,Manual,1600,Petrol,125,20.9,2
 Bajaj,2019,12710,Manual,2202,Petrol,125,20.9,2
 Bajaj,2019,13495,Manual,107,Petrol,125,22.8,2
 Beneli,2016,14995,Automatic,57000,Petrol,200,27.9,2
 Tvs,2017,8495,Automatic,28500,Petrol,20,70.6,2
 Kawasaki,2020,16245,Automatic,2950,Petrol,125,22.9,2
 Royal Enfield,2019,16250,Automatic,1000,Petrol,125,27.7,2
 Beneli,2019,22500,Automatic,1000,Petrol,125,22.6,2
 Harley Davidson,2019,27250,Automatic,1000,Petrol,125,22.6,2
 Tvs,2019,13000,Automatic,5000,Petrol,125,28.7,2
 Royal Enfield,2019,13250,Automatic,6929,Petrol,125,20.2,2
 Suzuki,2019,16750,Automatic,1297,Petrol,125,28.2,2
 Bajaj,2019,12495,Manual,5000,Petrol,125,20.9,2
 Bajaj,2017,10225,Automatic,20500,Petrol,150,27.9,1
 Yamaha,2019,11975,Automatic,8251,Petrol,150,50.2,2
 KTM,2017,8745,Manual,26952,Petrol,125,52.2,1
 Bajaj,2017,9745,Automatic,28225,Petrol,125,55.2,2
 Yamaha,2019,16625,Automatic,2620,Petrol,150,22.5,2
 Yamaha,2019,11245,Manual,2092,Petrol,150,22.8,2
 Suzuki,2015,8245,Manual,52892,Petrol,165,29.6,2
 Beneli,2016,15247.5,Automatic,22629,Petrol,165,28.7,2
 Tvs,2016,9495,Automatic,62029,Petrol,150,56.5,2
 Yamaha,2019,11997.5,Manual,2717,Petrol,125,51,2
 Honda,2019,22495,Automatic,7076,Petrol,125,26.2,2
 Honda,2017,9125,Automatic,22225,Petrol,125,62.2,2
 Yamaha,2019,11995,Automatic,6105,Petrol,150,50.2,2
 Yamaha,2016,9747.5,Automatic,15226,Petrol,125,57.6,2
 Tvs,2012,4147.5,Automatic,86999,Petrol,125,57.6,2
 Yamaha,2018,9225,Manual,10500,Petrol,150,60.1,1
 Bajaj,2016,10225,Automatic,22500,Petrol,165,50.2,2
 Hero,2018,7375,Manual,22500,Petrol,150,27.9,1
 Suzuki,2017,16975,Automatic,20000,Petrol,220,22.2,2
 KTM,2017,8225,Manual,29500,Petrol,150,55.2,1
 Hero,2020,10725,Automatic,2500,Petrol,150,22.1,1
 Hero,2015,4725,Manual,62500,Petrol,0,80.7,2
 Suzuki,2019,15975,Automatic,2879,Petrol,150,28.2,2
 Yamaha,2016,6745,Manual,21112,Petrol,20,60.1,1
 Yamaha,2019,10995,Automatic,7617,Petrol,150,22.2,2
 Suzuki,2019,15447.5,Automatic,15222,Petrol,150,28.2,2
 Kawasaki,2019,24950,Automatic,2000,Petrol,150,20.7,2
 Yamaha,2012,4495,Automatic,75122,Petrol,20,57.6,1
 KTM,2018,9495,Manual,8100,Petrol,150,52.2,1
 Harley Davidson,2019,27000,Automatic,1000,Petrol,125,22.6,2
 Royal Enfield,2019,13250,Automatic,6612,Petrol,125,50.2,2
 Beneli,2019,23500,Automatic,9898,Petrol,125,22.8,2
 Suzuki,2019,16500,Automatic,10929,Petrol,125,28.2,2
 Yamaha,2019,12250,Automatic,5000,Petrol,125,50.2,2
 Bajaj,2019,17400,Automatic,2228,Petrol,125,27.2,2
 Suzuki,2019,18250,Automatic,10628,Petrol,125,28.2,2
 Yamaha,2016,8450,Manual,25158,Petrol,125,50.2,2
 Hero,2019,11250,Automatic,2962,Petrol,125,22.8,2
 Yamaha,2019,10950,Automatic,11687,Petrol,125,22.2,2
 Beneli,2019,22250,Automatic,12697,Petrol,125,22.8,2
 Tvs,2017,8495,Manual,20000,Petrol,150,67.2,2
 Hero,2016,6745,Manual,15522,Petrol,20,58.9,1
 Royal Enfield,2012,5495,Automatic,67000,Petrol,125,60.1,2
 Honda,2015,7950,Automatic,26000,Petrol,20,67.2,2
 Royal Enfield,2020,13450,Automatic,5000,Petrol,125,29.8,2
 Royal Enfield,2020,13950,Automatic,5000,Petrol,125,20.2,2
 Beneli,2020,23495,Automatic,5000,Petrol,125,22.6,2
 KTM,2017,7950,Manual,21000,Petrol,150,55.2,1
 Bajaj,2017,10245,Automatic,15000,Petrol,150,27.9,1
 Bajaj,2019,15395,Automatic,6119,Petrol,150,21.7,2
 Yamaha,2019,16245,Automatic,218,Petrol,150,22.2,2
 Hero,2019,11245,Automatic,2812,Petrol,150,22.8,2
 Tvs,2017,9725,Automatic,25000,Petrol,125,50.2,1
 Hero,2016,7497.5,Automatic,19158,Petrol,20,57.6,1
 Royal Enfield,2019,13250,Automatic,8922,Petrol,125,51,2
 Suzuki,2019,17000,Automatic,5522,Petrol,125,28.2,2
 Tvs,2019,11950,Automatic,2218,Petrol,125,28.7,2
 Royal Enfield,2019,15950,Automatic,2792,Petrol,125,25.6,2
 Royal Enfield,2019,13250,Automatic,6109,Petrol,125,50.2,2
 Suzuki,2019,17000,Automatic,5292,Petrol,125,28.2,2
 Tvs,2019,12700,Automatic,2258,Petrol,125,29.6,2
 Tvs,2019,11745,Automatic,2552,Petrol,125,50.2,2
 Suzuki,2016,11475,Manual,52821,Petrol,260,25.8,2
 Beneli,2019,29975,Automatic,6227,Petrol,125,22.2,2
 Tvs,2019,22975,Automatic,2500,Petrol,125,20.2,2
 Yamaha,2015,7995,Manual,22601,Petrol,20,67.2,2
 Royal Enfield,2018,13450,Automatic,15000,Petrol,150,50.2,2
 Ducati,2016,14250,Automatic,29259,Petrol,205,22.9,2
 Bajaj,2012,6747.5,Automatic,28250,Petrol,205,27.9,2
 Bajaj,2016,9950,Automatic,25252,Petrol,205,20.2,2
 Kawasaki,2016,8245,Manual,12782,Petrol,150,27.1,2
 KTM,2019,12750,Manual,1000,Petrol,125,29.6,2
 Kawasaki,2020,14400,Automatic,221,Petrol,125,20.9,2
 Bajaj,2015,9950,Automatic,18101,Petrol,125,27.9,1
 Yamaha,2020,16250,Automatic,2007,Petrol,125,22.5,2
 Bajaj,2020,14995,Manual,5000,Petrol,125,20.9,2
 Bajaj,2020,13995,Manual,5000,Petrol,125,29.8,2
 Yamaha,2019,11975,Automatic,2876,Petrol,125,52.2,2
 KTM,2019,10975,Manual,2192,Petrol,125,29.6,2
 Yamaha,2019,11475,Manual,6985,Petrol,125,51,2
 Bajaj,2019,12495,Manual,7100,Petrol,125,20.9,2
 Yamaha,2016,10495,Automatic,60270,Petrol,160,22.1,2
 Bajaj,2019,13450,Manual,8800,Petrol,125,29.8,2
 KTM,2019,11995,Manual,100,Petrol,125,29.6,2
 Beneli,2019,33950,Automatic,7077,Petrol,125,20.1,2
 Royal Enfield,2020,13950,Automatic,5000,Petrol,125,20.2,2
 Bajaj,2019,18495,Automatic,5000,Petrol,125,22.1,2
 Yamaha,2019,10945,Manual,1289,Petrol,125,51,2
 Royal Enfield,2019,14625,Automatic,11128,Petrol,125,29.8,2
 Tvs,2019,14495,Automatic,7500,Petrol,125,27.9,2
 Triumph,2019,31975,Automatic,1000,Petrol,125,29.7,2.9
 Suzuki,2019,15745,Automatic,6001,Petrol,125,55.2,2
 Yamaha,2019,12495,Automatic,2226,Petrol,125,50.2,2
 Tvs,2015,6655,Automatic,22288,Petrol,125,52.2,2
 Bajaj,2012,7250,Automatic,25792,Petrol,260,26.7,2
 Yamaha,2019,11250,Automatic,2189,Petrol,125,22.1,2
 Suzuki,2019,18450,Automatic,10222,Petrol,125,28.2,2
 Yamaha,2019,14950,Automatic,2621,Petrol,125,22.9,2
 Hero,2019,10650,Automatic,8252,Petrol,125,27.1,1
 Bajaj,2016,8450,Manual,22282,Petrol,20,60.1,2
 Hero,2017,6450,Manual,12000,Petrol,125,67.2,1
 Bajaj,2019,12495,Manual,2000,Petrol,125,20.9,2
 KTM,2019,15247.5,Automatic,2250,Petrol,125,22.2,2
 Bajaj,2019,12495,Manual,2228,Petrol,125,20.9,2
 Bajaj,2019,16495,Automatic,5000,Petrol,125,27.1,2
 Kawasaki,2019,13495,Automatic,5212,Petrol,125,20.9,2
 Suzuki,2019,17975,Automatic,2022,Petrol,125,28.2,2
 KTM,2019,13995,Automatic,5000,Petrol,125,22.8,2
 Suzuki,2019,19975,Automatic,5927,Petrol,125,28.2,2
 Royal Enfield,2016,8450,Automatic,20275,Petrol,205,22.2,2
 Bajaj,2019,13950,Manual,2551,Petrol,150,20.9,2
 Hero,2017,6700,Automatic,21597,Petrol,20,57.6,1
 Yamaha,2019,11345,Automatic,2520,Petrol,125,22.5,2
 Hero,2019,11245,Automatic,2221,Petrol,125,22.8,2
 Triumph,2019,28200,Automatic,2269,Petrol,150,29.7,2.9
 Yamaha,2019,11745,Automatic,6777,Petrol,150,22.2,2
 Ducati,2019,18950,Automatic,5892,Petrol,150,20.1,2
 Yamaha,2016,6950,Automatic,21525,Petrol,20,55.2,1
 Hero,2018,9745,Automatic,11259,Petrol,125,55.2,1
 Yamaha,2017,6647.5,Manual,22525,Petrol,20,70.6,2
 Suzuki,2017,12975,Automatic,27922,Petrol,125,56.5,2
 Kawasaki,2019,13875,Automatic,1292,Petrol,125,25.2,2
 Tvs,2019,12495,Automatic,8299,Petrol,125,28.7,2
 Bajaj,2019,16475,Automatic,1000,Petrol,125,22.1,2
 Royal Enfield,2019,14975,Automatic,5000,Petrol,125,29.8,2
 Yamaha,2019,11225,Manual,100,Petrol,125,55.2,2
 Tvs,2019,11950,Automatic,8262,Petrol,125,29.8,2
 Suzuki,2019,14995,Automatic,11822,Petrol,125,29.2,2
 Tvs,2019,13245,Automatic,1000,Petrol,125,27.9,2
 Yamaha,2019,11245,Automatic,5200,Petrol,125,52.2,2
 Hero,2012,6495,Manual,12222,Petrol,125,52.2,1
 Bajaj,2016,9497.5,Automatic,25292,Petrol,165,50.2,2
 Yamaha,2016,5997.5,Manual,25500,Petrol,20,60.1,1
 KTM,2018,9847.5,Manual,19886,Petrol,150,50.2,1
 Hero,2016,7447.5,Manual,21072,Petrol,20,70.6,1
 Yamaha,2016,8473.5,Automatic,11861,Petrol,20,57.6,1
 Royal Enfield,2016,8133.5,Manual,60221,Petrol,160,52.2,2
 Beneli,2012,12250,Automatic,27252,Petrol,200,29.2,2
 Bajaj,2019,13950,Manual,2061,Petrol,125,29.8,2
 Bajaj,2018,11747.5,Automatic,11821,Petrol,125,27.9,1
 Yamaha,2016,8247.5,Manual,21772,Petrol,20,58.9,1
 Royal Enfield,2019,15000,Automatic,9222,Petrol,125,27.7,2
 Suzuki,2018,13950,Automatic,17289,Petrol,150,55.2,2
 Yamaha,2019,11950,Manual,1529,Petrol,150,52.2,2
 Bajaj,2017,11250,Automatic,22200,Petrol,150,55.2,2
 Suzuki,2012,8750,Manual,21022,Petrol,200,27.9,2
 Yamaha,2017,8150,Automatic,22122,Petrol,125,72.2,2
 Beneli,2019,26950,Automatic,17215,Petrol,125,22.1,2
 Yamaha,2016,6750,Automatic,22572,Petrol,20,60.1,1
 Yamaha,2019,12950,Automatic,2867,Petrol,125,51,2
 Yamaha,2019,11750,Manual,5669,Petrol,125,22.2,2
 Suzuki,2019,21995,Automatic,5201,Petrol,125,26.2,2
 KTM,2019,11745,Automatic,2952,Petrol,125,26.2,2
 Bajaj,2019,14645,Manual,5000,Petrol,125,20.9,2
 Bajaj,2019,15995,Automatic,5000,Petrol,125,22.1,2
 Tvs,2019,11745,Automatic,5000,Petrol,125,29.8,2
 Tvs,2019,11495,Automatic,2022,Petrol,125,50.2,2
 Hero,2017,5975,Manual,25800,Petrol,150,67.2,1
 Yamaha,2019,16249.5,Automatic,2500,Petrol,150,22.5,2
 Tvs,2017,8799.5,Automatic,29727,Petrol,20,62.8,2
 Yamaha,2019,10750,Manual,5000,Petrol,125,51,2
 Yamaha,2019,15475,Automatic,6207,Petrol,125,22.5,2
 Yamaha,2019,16245,Automatic,6122,Petrol,125,22.5,2
 Yamaha,2019,16245,Automatic,5171,Petrol,125,22.5,2
 KTM,2019,13350,Automatic,2256,Petrol,125,22.2,2
 Hero,2016,6900,Manual,21250,Petrol,20,55.2,1
 Yamaha,2017,8700,Manual,22200,Petrol,125,52.2,2
 Bajaj,2017,10450,Automatic,22000,Petrol,125,27.9,1
 Yamaha,2017,7500,Manual,12078,Petrol,125,67.2,2
